SALES,ORDERDATE,STATUS,PRODUCTLINE,COUNTRY,DEALSIZE
1490.16,10/28/2003 0:00,Shipped,Planes,USA,Small
3844.0,1/12/2004 0:00,Shipped,Planes,Japan,Medium
4724.91,2/20/2004 0:00,Shipped,Planes,Australia,Medium
1824.72,4/2/2004 0:00,Shipped,Planes,Canada,Small
2668.68,5/11/2004 0:00,Shipped,Planes,USA,Small
2843.61,6/28/2004 0:00,Shipped,Planes,USA,Small
3163.65,7/23/2004 0:00,Shipped,Planes,France,Medium
2226.11,8/21/2004 0:00,Shipped,Planes,Norway,Small
2069.75,9/16/2004 0:00,Shipped,Planes,Ireland,Small
2235.33,10/15/2004 0:00,Shipped,Planes,USA,Small
3116.43,11/2/2004 0:00,Shipped,Planes,USA,Medium
4781.7,11/10/2004 0:00,Resolved,Planes,Denmark,Medium
2810.7,11/23/2004 0:00,Shipped,Planes,Japan,Small
3515.67,12/4/2004 0:00,Shipped,Planes,USA,Medium
2909.34,2/2/2005 0:00,Shipped,Planes,Australia,Small
1570.17,3/1/2005 0:00,Resolved,Planes,Spain,Small
2613.92,3/30/2005 0:00,Shipped,Planes,France,Small
3193.26,4/3/2005 0:00,On Hold,Planes,USA,Medium
1482.6,5/10/2005 0:00,Shipped,Planes,Italy,Small
2055.23,2/24/2003 0:00,Shipped,Motorcycles,USA,Small
2674.9,4/29/2003 0:00,Shipped,Motorcycles,Australia,Small
1853.4,7/1/2003 0:00,Shipped,Motorcycles,France,Small
1490.1,8/25/2003 0:00,Shipped,Motorcycles,USA,Small
2162.16,10/10/2003 0:00,Shipped,Motorcycles,USA,Small
2814.28,10/28/2003 0:00,Shipped,Motorcycles,USA,Small
1605.0,11/11/2003 0:00,Shipped,Motorcycles,France,Small
2093.44,11/18/2003 0:00,Shipped,Motorcycles,Norway,Small
1944.3,12/1/2003 0:00,Shipped,Motorcycles,USA,Small
1986.8,1/12/2004 0:00,Shipped,Motorcycles,Japan,Small
1695.96,2/20/2004 0:00,Shipped,Motorcycles,Australia,Small
1281.56,4/3/2004 0:00,Shipped,Motorcycles,USA,Small
1774.22,5/18/2004 0:00,Shipped,Motorcycles,USA,Small
1997.5,6/28/2004 0:00,Shipped,Motorcycles,USA,Small
2353.2,7/23/2004 0:00,Shipped,Motorcycles,France,Small
981.2,8/27/2004 0:00,Shipped,Motorcycles,USA,Small
1550.72,9/27/2004 0:00,Shipped,Motorcycles,France,Small
1771.06,10/15/2004 0:00,Shipped,Motorcycles,USA,Small
2213.4,11/2/2004 0:00,Shipped,Motorcycles,USA,Small
5266.04,11/15/2004 0:00,Shipped,Motorcycles,USA,Medium
1864.8,11/23/2004 0:00,Shipped,Motorcycles,Japan,Small
1142.41,1/5/2005 0:00,Shipped,Motorcycles,USA,Small
1172.6,2/2/2005 0:00,Shipped,Motorcycles,Australia,Small
6981.0,3/3/2005 0:00,Shipped,Motorcycles,Sweden,Medium
3064.6,4/7/2005 0:00,Shipped,Motorcycles,France,Medium
2202.48,5/13/2005 0:00,Disputed,Motorcycles,Spain,Small
3773.38,1/9/2003 0:00,Shipped,Vintage Cars,Germany,Medium
5074.39,3/18/2003 0:00,Shipped,Vintage Cars,UK,Medium
6483.46,5/21/2003 0:00,Shipped,Vintage Cars,Australia,Medium
7956.46,7/16/2003 0:00,Shipped,Vintage Cars,Australia,Large
4230.62,9/12/2003 0:00,Shipped,Vintage Cars,USA,Medium
7209.12,10/18/2003 0:00,Shipped,Vintage Cars,USA,Large
3452.68,11/5/2003 0:00,Shipped,Vintage Cars,Italy,Medium
3047.73,11/12/2003 0:00,Shipped,Vintage Cars,USA,Medium
3675.32,11/21/2003 0:00,Shipped,Vintage Cars,Australia,Medium
7492.4,12/3/2003 0:00,Shipped,Vintage Cars,Spain,Large
9534.5,1/26/2004 0:00,Shipped,Vintage Cars,Spain,Large
5579.02,3/2/2004 0:00,Shipped,Vintage Cars,France,Medium
5950.34,4/29/2004 0:00,Shipped,Vintage Cars,Spain,Medium
3726.0,6/4/2004 0:00,Shipped,Vintage Cars,France,Medium
4455.0,8/17/2004 0:00,Shipped,Vintage Cars,Italy,Medium
8272.34,9/3/2004 0:00,Shipped,Vintage Cars,Norway,Large
3577.6,10/11/2004 0:00,Shipped,Vintage Cars,France,Medium
3881.25,10/21/2004 0:00,Shipped,Vintage Cars,USA,Medium
5797.44,11/4/2004 0:00,Shipped,Vintage Cars,USA,Medium
1264.08,11/17/2004 0:00,Shipped,Vintage Cars,UK,Small
4815.3,11/29/2004 0:00,Shipped,Vintage Cars,Australia,Medium
4462.2,12/9/2004 0:00,Shipped,Vintage Cars,France,Medium
3033.28,1/12/2005 0:00,Resolved,Vintage Cars,USA,Medium
990.78,2/16/2005 0:00,Shipped,Vintage Cars,Spain,Small
2030.86,3/4/2005 0:00,Shipped,Vintage Cars,USA,Small
5433.75,5/29/2005 0:00,In Process,Vintage Cars,USA,Medium
3157.44,3/10/2003 0:00,Shipped,Classic Cars,USA,Medium
5161.2,5/20/2003 0:00,Shipped,Classic Cars,France,Medium
4346.76,7/10/2003 0:00,Shipped,Classic Cars,France,Medium
3528.36,9/11/2003 0:00,Shipped,Classic Cars,Australia,Medium
3187.8,10/17/2003 0:00,Shipped,Classic Cars,Denmark,Medium
6023.16,11/5/2003 0:00,Shipped,Classic Cars,USA,Medium
3884.76,11/12/2003 0:00,Shipped,Classic Cars,Norway,Medium
4965.84,11/20/2003 0:00,Shipped,Classic Cars,USA,Medium
4169.88,12/2/2003 0:00,Shipped,Classic Cars,USA,Medium
4910.4,1/16/2004 0:00,Shipped,Classic Cars,Spain,Medium
3231.36,2/26/2004 0:00,Shipped,Classic Cars,USA,Medium
6853.44,4/13/2004 0:00,Shipped,Classic Cars,France,Medium
5177.04,6/1/2004 0:00,Cancelled,Classic Cars,UK,Medium
2824.8,7/6/2004 0:00,Shipped,Classic Cars,Italy,Small
4324.32,8/6/2004 0:00,Shipped,Classic Cars,USA,Medium
5052.96,8/30/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
3223.44,10/5/2003 0:00,Shipped,Classic Cars,Norway,Medium
5278.68,10/16/2004 0:00,Shipped,Classic Cars,Spain,Medium
2851.2,11/4/2004 0:00,Shipped,Classic Cars,USA,Small
1687.4,11/17/2004 0:00,Shipped,Classic Cars,USA,Small
1308.0,11/24/2004 0:00,Shipped,Classic Cars,France,Small
6144.6,1/10/2005 0:00,Shipped,Classic Cars,Belgium,Medium
5127.2,2/10/2005 0:00,Shipped,Classic Cars,Spain,Medium
6386.16,4/22/2005 0:00,On Hold,Classic Cars,USA,Medium
7695.6,5/17/2005 0:00,Shipped,Classic Cars,Austria,Large
2242.89,1/29/2003 0:00,Shipped,Vintage Cars,Norway,Small
2539.89,3/24/2003 0:00,Shipped,Vintage Cars,Sweden,Small
2795.27,5/28/2003 0:00,Shipped,Vintage Cars,Spain,Small
5545.76,7/16/2003 0:00,Shipped,Vintage Cars,Australia,Medium
4285.46,9/19/2003 0:00,Shipped,Vintage Cars,Singapore,Medium
3329.09,10/20/2003 0:00,Shipped,Vintage Cars,USA,Medium
5592.22,11/6/2003 0:00,Shipped,Vintage Cars,Australia,Medium
3298.55,11/13/2003 0:00,Shipped,Vintage Cars,USA,Medium
2609.88,11/21/2003 0:00,Shipped,Vintage Cars,Australia,Small
3336.29,12/5/2003 0:00,Shipped,Vintage Cars,Canada,Medium
5510.05,1/29/2004 0:00,Shipped,Vintage Cars,USA,Medium
2504.4,3/10/2004 0:00,Shipped,Vintage Cars,USA,Small
3525.6,4/29/2004 0:00,Shipped,Vintage Cars,Spain,Medium
4407.0,6/14/2004 0:00,Shipped,Vintage Cars,USA,Medium
2983.44,7/19/2004 0:00,Shipped,Vintage Cars,Australia,Small
5126.24,8/17/2004 0:00,Shipped,Vintage Cars,Italy,Medium
5713.79,9/8/2004 0:00,Shipped,Vintage Cars,Sweden,Medium
4613.8,10/11/2004 0:00,Shipped,Vintage Cars,France,Medium
3711.1,10/21/2004 0:00,Shipped,Vintage Cars,USA,Medium
3524.73,11/4/2004 0:00,Shipped,Vintage Cars,USA,Medium
2795.27,11/18/2004 0:00,Shipped,Vintage Cars,USA,Small
4814.4,11/29/2004 0:00,Shipped,Vintage Cars,Australia,Medium
3572.33,12/10/2004 0:00,Shipped,Vintage Cars,USA,Medium
4581.36,1/20/2005 0:00,Shipped,Vintage Cars,USA,Medium
4319.76,2/17/2005 0:00,Shipped,Vintage Cars,USA,Medium
1448.0,3/9/2005 0:00,Shipped,Vintage Cars,Australia,Small
881.4,5/30/2005 0:00,In Process,Vintage Cars,Belgium,Small
2011.1,1/29/2003 0:00,Shipped,Vintage Cars,Norway,Small
1801.24,3/25/2003 0:00,Shipped,Vintage Cars,USA,Small
3390.2,5/28/2003 0:00,Shipped,Vintage Cars,Spain,Medium
1424.0,7/16/2003 0:00,Shipped,Vintage Cars,Australia,Small
1499.1,9/19/2003 0:00,Shipped,Vintage Cars,Singapore,Small
3358.08,10/20/2003 0:00,Shipped,Vintage Cars,USA,Medium
1504.16,11/5/2003 0:00,Shipped,Vintage Cars,Italy,Small
2655.12,11/13/2003 0:00,Shipped,Vintage Cars,USA,Small
1244.16,11/21/2003 0:00,Shipped,Vintage Cars,Australia,Small
1888.88,12/5/2003 0:00,Shipped,Vintage Cars,Canada,Small
1820.01,1/29/2004 0:00,Shipped,Vintage Cars,USA,Small
2866.95,3/10/2004 0:00,Shipped,Vintage Cars,USA,Small
1394.16,4/29/2004 0:00,Shipped,Vintage Cars,Spain,Small
2632.28,6/14/2004 0:00,Shipped,Vintage Cars,USA,Small
2018.56,7/16/2004 0:00,Shipped,Vintage Cars,Austria,Small
2954.53,8/17/2004 0:00,Shipped,Vintage Cars,Italy,Small
1871.83,9/8/2004 0:00,Shipped,Vintage Cars,Sweden,Small
1559.04,10/11/2004 0:00,Shipped,Vintage Cars,France,Small
1880.2,10/21/2004 0:00,Shipped,Vintage Cars,USA,Small
1224.67,11/4/2004 0:00,Shipped,Vintage Cars,USA,Small
2979.08,11/17/2004 0:00,Shipped,Vintage Cars,UK,Small
2208.64,11/29/2004 0:00,Shipped,Vintage Cars,Australia,Small
3458.42,12/10/2004 0:00,Shipped,Vintage Cars,USA,Medium
1237.88,1/20/2005 0:00,Shipped,Vintage Cars,USA,Small
2723.2,2/17/2005 0:00,Shipped,Vintage Cars,USA,Small
2218.52,3/10/2005 0:00,Shipped,Vintage Cars,Austria,Small
1665.32,5/30/2005 0:00,In Process,Vintage Cars,Belgium,Small
3421.04,2/17/2003 0:00,Shipped,Ships,Italy,Medium
1878.66,4/28/2003 0:00,Shipped,Ships,Austria,Small
3853.6,6/16/2003 0:00,Shipped,Ships,USA,Medium
3442.64,8/10/2003 0:00,Shipped,Ships,USA,Medium
3482.16,10/6/2003 0:00,Shipped,Ships,Finland,Medium
3363.52,10/23/2003 0:00,Cancelled,Ships,Sweden,Medium
3350.52,11/8/2003 0:00,Shipped,Ships,France,Medium
2862.72,11/14/2003 0:00,Shipped,Ships,UK,Small
4036.04,11/26/2003 0:00,Shipped,Ships,Spain,Medium
2817.92,1/9/2004 0:00,Shipped,Ships,USA,Small
4636.38,2/19/2004 0:00,Shipped,Ships,USA,Medium
1553.58,5/7/2004 0:00,Cancelled,Ships,USA,Small
2697.6,6/24/2004 0:00,Cancelled,Ships,Spain,Small
3334.04,7/21/2004 0:00,Shipped,Ships,Belgium,Medium
2059.26,8/20/2004 0:00,Shipped,Ships,Canada,Small
2023.14,9/15/2004 0:00,Shipped,Ships,Germany,Small
2586.64,10/14/2004 0:00,Shipped,Ships,USA,Small
1987.02,11/1/2004 0:00,Shipped,Ships,UK,Small
1146.5,11/10/2004 0:00,Resolved,Ships,Denmark,Small
2312.24,11/22/2004 0:00,Shipped,Ships,Belgium,Small
2793.71,12/2/2004 0:00,Shipped,Ships,Spain,Small
1908.28,1/31/2005 0:00,Shipped,Ships,Finland,Small
3441.37,3/1/2005 0:00,Resolved,Ships,Spain,Medium
2023.28,3/30/2005 0:00,Shipped,Ships,France,Small
2245.2,4/1/2005 0:00,Shipped,Ships,USA,Small
3255.12,5/6/2005 0:00,On Hold,Ships,USA,Medium
2539.5,1/29/2003 0:00,Shipped,Vintage Cars,Norway,Small
4818.15,3/25/2003 0:00,Shipped,Vintage Cars,USA,Medium
2921.7,5/28/2003 0:00,Shipped,Vintage Cars,Spain,Small
1801.2,7/16/2003 0:00,Shipped,Vintage Cars,Australia,Small
2804.36,9/19/2003 0:00,Shipped,Vintage Cars,Singapore,Small
4900.8,10/20/2003 0:00,Shipped,Vintage Cars,USA,Medium
2759.31,11/5/2003 0:00,Shipped,Vintage Cars,Italy,Small
2488.2,11/13/2003 0:00,Shipped,Vintage Cars,USA,Small
2769.89,11/21/2003 0:00,Shipped,Vintage Cars,Australia,Small
3581.4,12/5/2003 0:00,Shipped,Vintage Cars,Canada,Medium
5285.14,1/29/2004 0:00,Shipped,Vintage Cars,USA,Medium
3181.53,3/10/2004 0:00,Shipped,Vintage Cars,USA,Medium
3340.51,4/29/2004 0:00,Shipped,Vintage Cars,Spain,Medium
3138.34,6/14/2004 0:00,Shipped,Vintage Cars,USA,Medium
4775.08,7/19/2004 0:00,Shipped,Vintage Cars,Australia,Medium
3006.43,8/17/2004 0:00,Shipped,Vintage Cars,Italy,Medium
2866.26,9/8/2004 0:00,Shipped,Vintage Cars,Sweden,Small
2232.62,10/11/2004 0:00,Shipped,Vintage Cars,France,Small
4457.02,10/21/2004 0:00,Shipped,Vintage Cars,USA,Medium
2257.92,11/4/2004 0:00,Shipped,Vintage Cars,USA,Small
1592.0,11/17/2004 0:00,Shipped,Vintage Cars,UK,Small
4948.2,11/29/2004 0:00,Shipped,Vintage Cars,Australia,Medium
5160.76,12/10/2004 0:00,Shipped,Vintage Cars,USA,Medium
1978.62,1/20/2005 0:00,Shipped,Vintage Cars,USA,Small
4288.2,2/17/2005 0:00,Shipped,Vintage Cars,USA,Medium
2520.68,3/10/2005 0:00,Shipped,Vintage Cars,Austria,Small
1781.22,5/30/2005 0:00,In Process,Vintage Cars,Belgium,Small
3065.04,2/11/2003 0:00,Shipped,Vintage Cars,Denmark,Medium
3551.34,4/16/2003 0:00,Shipped,Vintage Cars,Singapore,Medium
5544.02,6/6/2003 0:00,Shipped,Vintage Cars,Spain,Medium
6034.33,8/8/2003 0:00,Shipped,Vintage Cars,USA,Medium
3641.57,9/28/2003 0:00,Shipped,Vintage Cars,Spain,Medium
6930.74,10/21/2003 0:00,Shipped,Vintage Cars,USA,Medium
3675.63,11/7/2003 0:00,Shipped,Vintage Cars,Spain,Medium
3442.04,11/14/2003 0:00,Shipped,Vintage Cars,USA,Medium
6893.81,11/26/2003 0:00,Shipped,Vintage Cars,USA,Medium
2622.48,1/2/2004 0:00,Shipped,Vintage Cars,France,Small
4417.38,2/18/2004 0:00,Shipped,Vintage Cars,Belgium,Medium
3606.02,3/20/2004 0:00,Shipped,Vintage Cars,UK,Medium
3802.56,5/7/2004 0:00,Cancelled,Vintage Cars,USA,Medium
5026.4,7/21/2004 0:00,Shipped,Vintage Cars,Belgium,Medium
6695.53,8/20/2004 0:00,Shipped,Vintage Cars,USA,Medium
2819.28,9/9/2004 0:00,Shipped,Vintage Cars,Italy,Small
3759.04,10/14/2004 0:00,Shipped,Vintage Cars,UK,Medium
2731.8,10/22/2004 0:00,Shipped,Vintage Cars,Denmark,Small
1658.88,11/5/2004 0:00,Shipped,Vintage Cars,Norway,Small
5778.24,11/20/2004 0:00,Shipped,Vintage Cars,France,Medium
5191.12,12/2/2004 0:00,Shipped,Vintage Cars,Spain,Medium
3862.88,1/26/2005 0:00,Shipped,Vintage Cars,Japan,Medium
1476.48,2/22/2005 0:00,Shipped,Vintage Cars,Spain,Small
5273.73,3/23/2005 0:00,Shipped,Vintage Cars,USA,Medium
4872.03,5/6/2005 0:00,On Hold,Vintage Cars,USA,Medium
4556.99,1/31/2003 0:00,Shipped,Classic Cars,Spain,Medium
8257.0,3/10/2003 0:00,Shipped,Classic Cars,USA,Large
8209.44,4/1/2003 0:00,Shipped,Classic Cars,France,Large
3598.5,5/8/2003 0:00,Shipped,Classic Cars,France,Medium
3837.24,6/3/2003 0:00,Shipped,Classic Cars,USA,Medium
8331.61,7/4/2003 0:00,Shipped,Classic Cars,France,Large
4836.5,8/1/2003 0:00,Shipped,Classic Cars,Finland,Medium
5418.88,9/11/2003 0:00,Shipped,Classic Cars,Australia,Medium
3734.01,9/21/2003 0:00,Shipped,Classic Cars,Finland,Medium
3996.4,10/11/2003 0:00,Shipped,Classic Cars,USA,Medium
8754.69,10/22/2003 0:00,Shipped,Classic Cars,Singapore,Large
5481.45,11/5/2003 0:00,Shipped,Classic Cars,Canada,Medium
4419.89,11/6/2003 0:00,Shipped,Classic Cars,UK,Medium
6324.75,11/12/2003 0:00,Shipped,Classic Cars,Norway,Medium
4409.72,11/14/2003 0:00,Shipped,Classic Cars,Spain,Medium
3918.46,11/20/2003 0:00,Shipped,Classic Cars,USA,Medium
7620.5,11/25/2003 0:00,Shipped,Classic Cars,USA,Large
8291.04,12/2/2003 0:00,Shipped,Classic Cars,Spain,Large
3937.25,12/9/2003 0:00,Shipped,Classic Cars,USA,Medium
5554.4,1/16/2004 0:00,Shipped,Classic Cars,Spain,Medium
6407.86,2/22/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
4172.52,3/11/2004 0:00,Shipped,Classic Cars,USA,Medium
7083.37,4/12/2004 0:00,Shipped,Classic Cars,Finland,Large
7132.68,5/5/2004 0:00,Shipped,Classic Cars,Spain,Large
6773.6,6/1/2004 0:00,Cancelled,Classic Cars,UK,Medium
3657.69,6/15/2004 0:00,Shipped,Classic Cars,Singapore,Medium
4812.55,7/6/2004 0:00,Shipped,Classic Cars,Italy,Medium
3928.6,7/20/2004 0:00,Shipped,Classic Cars,USA,Medium
6401.22,8/6/2004 0:00,Shipped,Classic Cars,USA,Medium
4191.25,8/19/2004 0:00,Shipped,Classic Cars,USA,Medium
5852.52,8/30/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
2844.87,9/8/2004 0:00,Shipped,Classic Cars,USA,Small
4011.66,10/5/2003 0:00,Shipped,Classic Cars,Norway,Medium
7455.87,10/13/2004 0:00,Shipped,Classic Cars,USA,Large
8940.96,10/16/2004 0:00,Shipped,Classic Cars,Germany,Large
4572.25,10/22/2004 0:00,Shipped,Classic Cars,Canada,Medium
5700.09,11/4/2004 0:00,Shipped,Classic Cars,USA,Medium
3155.49,11/5/2004 0:00,Shipped,Classic Cars,USA,Medium
4170.69,11/17/2004 0:00,Shipped,Classic Cars,USA,Medium
2878.8,11/19/2004 0:00,On Hold,Classic Cars,Sweden,Small
5029.5,11/24/2004 0:00,Shipped,Classic Cars,Australia,Medium
7396.8,12/1/2004 0:00,Shipped,Classic Cars,USA,Large
2991.68,12/10/2004 0:00,Shipped,Classic Cars,Spain,Small
6275.72,1/10/2005 0:00,Shipped,Classic Cars,Belgium,Medium
1534.95,1/20/2005 0:00,Shipped,Classic Cars,Australia,Small
7264.53,2/9/2005 0:00,Shipped,Classic Cars,Finland,Large
6869.05,2/22/2005 0:00,Shipped,Classic Cars,Spain,Medium
3353.02,3/15/2005 0:00,Shipped,Classic Cars,Spain,Medium
8289.05,4/14/2005 0:00,Shipped,Classic Cars,France,Large
11887.8,5/3/2005 0:00,Shipped,Classic Cars,Spain,Large
5926.9,5/17/2005 0:00,Shipped,Classic Cars,Austria,Medium
3793.16,5/31/2005 0:00,In Process,Classic Cars,France,Medium
4330.1,2/11/2003 0:00,Shipped,Trains,Denmark,Medium
2011.8,4/16/2003 0:00,Shipped,Trains,Singapore,Small
4837.18,6/6/2003 0:00,Shipped,Trains,Spain,Medium
2151.82,8/8/2003 0:00,Shipped,Trains,USA,Small
2573.46,9/28/2003 0:00,Shipped,Trains,Spain,Small
5344.5,10/22/2003 0:00,Shipped,Trains,Singapore,Medium
3070.52,11/7/2003 0:00,Shipped,Trains,Spain,Medium
3952.83,11/14/2003 0:00,Shipped,Trains,USA,Medium
3564.75,11/26/2003 0:00,Shipped,Trains,USA,Medium
5614.56,1/2/2004 0:00,Shipped,Trains,France,Medium
1855.41,2/18/2004 0:00,Shipped,Trains,Belgium,Small
4598.4,3/20/2004 0:00,Shipped,Trains,UK,Medium
5082.42,5/7/2004 0:00,Cancelled,Trains,USA,Medium
5450.59,7/21/2004 0:00,Shipped,Trains,Belgium,Medium
4174.92,8/20/2004 0:00,Shipped,Trains,USA,Medium
2418.24,9/9/2004 0:00,Shipped,Trains,Italy,Small
3670.4,10/14/2004 0:00,Shipped,Trains,UK,Medium
2481.7,10/22/2004 0:00,Shipped,Trains,Denmark,Small
3807.68,11/9/2004 0:00,Shipped,Trains,Sweden,Medium
2230.41,11/20/2004 0:00,Shipped,Trains,France,Small
3814.64,12/2/2004 0:00,Shipped,Trains,Spain,Medium
2117.75,1/26/2005 0:00,Shipped,Trains,Japan,Small
3340.48,2/22/2005 0:00,Shipped,Trains,Spain,Medium
2154.0,3/23/2005 0:00,Shipped,Trains,USA,Small
5808.48,5/6/2005 0:00,On Hold,Trains,USA,Medium
1777.1,3/3/2003 0:00,Shipped,Classic Cars,Philippines,Small
1536.57,5/8/2003 0:00,Shipped,Classic Cars,France,Small
3510.0,7/2/2003 0:00,Shipped,Classic Cars,USA,Medium
3097.44,9/5/2003 0:00,Shipped,Classic Cars,USA,Medium
1705.41,10/10/2003 0:00,Shipped,Classic Cars,USA,Small
2264.32,11/4/2003 0:00,Shipped,Classic Cars,Australia,Small
2484.6,11/12/2003 0:00,Shipped,Classic Cars,Norway,Small
3415.68,11/20/2003 0:00,Shipped,Classic Cars,Germany,Medium
2839.32,12/2/2003 0:00,Shipped,Classic Cars,Spain,Small
2730.0,1/15/2004 0:00,Shipped,Classic Cars,France,Small
3540.53,2/22/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
2999.97,4/9/2004 0:00,Shipped,Classic Cars,Denmark,Small
1527.8,5/26/2004 0:00,Shipped,Classic Cars,France,Small
3907.8,7/2/2004 0:00,Shipped,Classic Cars,Australia,Medium
2658.48,8/2/2004 0:00,Shipped,Classic Cars,USA,Small
3042.68,8/30/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
3861.2,10/4/2003 0:00,Shipped,Classic Cars,Germany,Medium
2171.07,10/16/2004 0:00,Shipped,Classic Cars,Germany,Small
3403.08,11/3/2004 0:00,Shipped,Classic Cars,USA,Medium
2245.8,11/15/2004 0:00,Shipped,Classic Cars,USA,Small
1668.5,11/24/2004 0:00,Shipped,Classic Cars,Australia,Small
2773.8,1/6/2005 0:00,Shipped,Classic Cars,Finland,Small
2464.0,2/10/2005 0:00,Shipped,Classic Cars,Spain,Small
5491.6,3/4/2005 0:00,Shipped,Classic Cars,USA,Medium
4791.82,1/29/2003 0:00,Shipped,Vintage Cars,Norway,Medium
4178.85,3/25/2003 0:00,Shipped,Vintage Cars,USA,Medium
3128.92,5/28/2003 0:00,Shipped,Vintage Cars,Spain,Medium
3095.4,7/16/2003 0:00,Shipped,Vintage Cars,Australia,Medium
3958.5,9/12/2003 0:00,Shipped,Vintage Cars,USA,Medium
4991.44,10/20/2003 0:00,Shipped,Vintage Cars,USA,Medium
2761.96,11/5/2003 0:00,Shipped,Vintage Cars,Italy,Small
2848.23,11/12/2003 0:00,Shipped,Vintage Cars,USA,Small
2539.84,11/21/2003 0:00,Shipped,Vintage Cars,Australia,Small
2444.4,12/5/2003 0:00,Shipped,Vintage Cars,Canada,Small
4555.92,1/29/2004 0:00,Shipped,Vintage Cars,USA,Medium
3666.96,3/2/2004 0:00,Shipped,Vintage Cars,France,Medium
3035.88,4/29/2004 0:00,Shipped,Vintage Cars,Spain,Medium
2321.54,6/14/2004 0:00,Shipped,Vintage Cars,USA,Small
3474.46,8/17/2004 0:00,Shipped,Vintage Cars,Italy,Medium
2501.98,9/7/2004 0:00,Shipped,Vintage Cars,USA,Small
3958.46,10/11/2004 0:00,Shipped,Vintage Cars,France,Medium
3535.95,10/21/2004 0:00,Shipped,Vintage Cars,USA,Medium
3011.91,11/5/2004 0:00,Shipped,Vintage Cars,Germany,Medium
11336.7,11/18/2004 0:00,Shipped,Vintage Cars,USA,Large
2656.94,11/29/2004 0:00,Shipped,Vintage Cars,Australia,Small
2604.25,12/10/2004 0:00,Shipped,Vintage Cars,USA,Small
3288.6,1/20/2005 0:00,Shipped,Vintage Cars,USA,Medium
8935.5,2/17/2005 0:00,Shipped,Vintage Cars,USA,Large
4035.96,3/10/2005 0:00,Shipped,Vintage Cars,Austria,Medium
1875.09,5/30/2005 0:00,In Process,Vintage Cars,Belgium,Small
4049.56,3/3/2003 0:00,Shipped,Classic Cars,Philippines,Medium
2469.39,5/8/2003 0:00,Shipped,Classic Cars,France,Small
5432.7,7/2/2003 0:00,Shipped,Classic Cars,USA,Medium
4405.22,9/5/2003 0:00,Shipped,Classic Cars,USA,Medium
3638.0,10/10/2003 0:00,Shipped,Classic Cars,USA,Medium
4444.92,11/4/2003 0:00,Shipped,Classic Cars,Australia,Medium
3395.48,11/12/2003 0:00,Shipped,Classic Cars,Norway,Medium
3414.58,11/20/2003 0:00,Shipped,Classic Cars,Germany,Medium
5127.04,12/2/2003 0:00,Shipped,Classic Cars,Spain,Medium
3745.28,1/15/2004 0:00,Shipped,Classic Cars,France,Medium
4564.08,2/22/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
6554.24,4/9/2004 0:00,Shipped,Classic Cars,Denmark,Medium
6749.83,5/26/2004 0:00,Shipped,Classic Cars,France,Medium
8427.02,7/2/2004 0:00,Shipped,Classic Cars,Australia,Large
3924.6,8/2/2004 0:00,Shipped,Classic Cars,USA,Medium
6761.6,8/30/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
3786.49,10/4/2003 0:00,Shipped,Classic Cars,Germany,Medium
6266.12,10/16/2004 0:00,Shipped,Classic Cars,Germany,Medium
3491.0,11/3/2004 0:00,Shipped,Classic Cars,Sweden,Medium
4405.22,11/16/2004 0:00,Shipped,Classic Cars,Philippines,Medium
6548.3,11/24/2004 0:00,Shipped,Classic Cars,Australia,Medium
3177.91,12/7/2004 0:00,Shipped,Classic Cars,Spain,Medium
4142.64,1/6/2005 0:00,Shipped,Classic Cars,Finland,Medium
4149.07,2/10/2005 0:00,Shipped,Classic Cars,Spain,Medium
7397.0,3/4/2005 0:00,Shipped,Classic Cars,USA,Large
6241.6,3/10/2003 0:00,Shipped,Classic Cars,USA,Medium
5331.88,5/20/2003 0:00,Shipped,Classic Cars,France,Medium
5124.3,7/10/2003 0:00,Shipped,Classic Cars,France,Medium
3639.44,9/11/2003 0:00,Shipped,Classic Cars,Australia,Medium
5544.0,10/17/2003 0:00,Shipped,Classic Cars,Denmark,Medium
5493.12,11/5/2003 0:00,Shipped,Classic Cars,USA,Medium
5785.26,11/12/2003 0:00,Shipped,Classic Cars,Norway,Medium
5340.6,11/20/2003 0:00,Shipped,Classic Cars,USA,Medium
5735.8,12/2/2003 0:00,Shipped,Classic Cars,USA,Medium
6357.6,1/16/2004 0:00,Shipped,Classic Cars,Spain,Medium
7343.9,2/26/2004 0:00,Shipped,Classic Cars,USA,Large
5959.22,4/13/2004 0:00,Shipped,Classic Cars,Japan,Medium
4029.38,6/1/2004 0:00,Cancelled,Classic Cars,UK,Medium
5035.14,7/6/2004 0:00,Shipped,Classic Cars,Italy,Medium
4116.8,8/6/2004 0:00,Shipped,Classic Cars,USA,Medium
4310.55,8/30/2004 0:00,Shipped,Classic Cars,Switzerland,Medium
6446.7,10/5/2003 0:00,Shipped,Classic Cars,Norway,Medium
3616.64,10/16/2004 0:00,Shipped,Classic Cars,Spain,Medium
